r_age,r_height,r_weight,r_reach,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_str_def_total,r_td_avg,r_td_acc_total,r_td_def_total,r_sub_avg,b_age,b_height,b_weight,b_reach,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_str_def_total,b_td_avg,b_td_acc_total,b_td_def_total,b_sub_avg,is_title_bout,age_diff,height_diff,reach_diff,wins_total_diff,losses_total_diff,SLpM_total_diff,SApM_total_diff,sig_str_acc_total_diff,str_def_total_diff,td_avg_diff,td_acc_total_diff,td_def_total_diff,sub_avg_diff,winner,weight_class_Catch Weight,weight_class_Featherweight,weight_class_Flyweight,weight_class_Heavyweight,weight_class_Light Heavyweight,weight_class_Lightweight,weight_class_Middleweight,weight_class_TUF Nations Canada vs. Australia Middleweight Tournament Title,weight_class_TUF Nations Canada vs. Australia Welterweight Tournament Title,weight_class_UFC Bantamweight Title,weight_class_UFC Featherweight Title,weight_class_UFC Flyweight Title,weight_class_UFC Heavyweight Title,weight_class_UFC Interim Bantamweight Title,weight_class_UFC Interim Featherweight Title,weight_class_UFC Interim Flyweight Title,weight_class_UFC Interim Heavyweight Title,weight_class_UFC Interim Light Heavyweight Title,weight_class_UFC Interim Lightweight Title,weight_class_UFC Interim Middleweight Title,weight_class_UFC Interim Welterweight Title,weight_class_UFC Light Heavyweight Title,weight_class_UFC Lightweight Title,weight_class_UFC Middleweight Title,weight_class_UFC Welterweight Title,weight_class_Ultimate Fighter 1 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 1 Middleweight Tournament Title,weight_class_Ultimate Fighter 10 Heavyweight Tournament Title,weight_class_Ultimate Fighter 11 Middleweight Tournament Title,weight_class_Ultimate Fighter 12 Lightweight Tournament Title,weight_class_Ultimate Fighter 13 Welterweight Tournament Title,weight_class_Ultimate Fighter 14 Bantamweight Tournament Title,weight_class_Ultimate Fighter 14 Featherweight Tournament Title,weight_class_Ultimate Fighter 15 Lightweight Tournament Title,weight_class_Ultimate Fighter 16 Welterweight Tournament Title,weight_class_Ultimate Fighter 17 Middleweight Tournament Title,weight_class_Ultimate Fighter 19 Middleweight Tournament Title,weight_class_Ultimate Fighter 2 Welterweight Tournament Title,weight_class_Ultimate Fighter 22 Lightweight Tournament Title,weight_class_Ultimate Fighter 23 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 25 Welterweight Tournament Title,weight_class_Ultimate Fighter 27 Lightweight Tournament Title,weight_class_Ultimate Fighter 28 Heavyweight Tournament Title,weight_class_Ultimate Fighter 3 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Middleweight Tournament Title,weight_class_Ultimate Fighter 4 Welterweight Tournament Title,weight_class_Ultimate Fighter 5 Lightweight Tournament Title,weight_class_Ultimate Fighter 6 Welterweight Tournament Title,weight_class_Ultimate Fighter 7 Middleweight Tournament Title,weight_class_Ultimate Fighter 8 Light Heavyweight Tournament Title,weight_class_Ultimate Fighter 8 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Lightweight Tournament Title,weight_class_Ultimate Fighter 9 Welterweight Tournament Title,weight_class_Ultimate Fighter Australia vs. UK Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Featherweight Tournament Title,weight_class_Ultimate Fighter Brazil 1 Middleweight Tournament Title,weight_class_Ultimate Fighter Brazil 2 Welterweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Heavyweight Tournament Title,weight_class_Ultimate Fighter Brazil 3 Middleweight Tournament Title,weight_class_Ultimate Fighter Latin America 3 Lightweight Tournament Title,weight_class_Ultimate Fighter Latin America Bantamweight Tournament Title,weight_class_Welterweight,r_stance_Orthodox,r_stance_Southpaw,r_stance_Switch,b_stance_Orthodox,b_stance_Southpaw,b_stance_Switch
44.0,187.96,92.99,193.04,33,9,3.73,4.43,0.49,0.51,2.11,0.33,0.6,0.9,42.0,187.96,83.91,190.5,16,9,4.04,2.99,0.51,0.62,2.75,0.37,0.58,0.2,0,2.0,0.0,2.539999999999992,17,0,-0.31,1.4399999999999995,-0.02,-0.1099999999999999,-0.6400000000000001,-0.0399999999999999,0.02,0.7,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44.0,175.26,70.31,177.8,13,7,1.92,2.64,0.32,0.66,2.91,0.47,0.81,0.7,40.0,177.8,70.31,182.88,21,5,3.95,3.21,0.54,0.56,1.63,0.43,0.36,0.6,0,4.0,-2.5400000000000205,-5.079999999999984,-8,2,-2.03,-0.5699999999999998,-0.22,0.0999999999999999,1.2800000000000002,0.0399999999999999,0.45,0.0999999999999999,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,185.42,70.31,185.42,36,17,4.41,4.48,0.46,0.53,1.16,0.33,0.73,1.2,41.0,177.8,70.31,177.8,13,9,3.68,3.78,0.35,0.65,0.08,0.2,0.68,0.0,0,-1.0,7.619999999999976,7.619999999999976,23,8,0.73,0.7000000000000006,0.11,-0.12,1.0799999999999998,0.13,0.0499999999999999,1.2,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
48.0,182.88,77.11,187.96,27,14,2.74,2.84,0.45,0.6,1.8,0.35,0.7,1.5,39.0,175.26,77.11,180.34,19,9,3.8,2.17,0.41,0.62,2.53,0.48,0.63,0.9,0,9.0,7.6200000000000045,7.6200000000000045,8,5,-1.0599999999999996,0.6699999999999999,0.04,-0.02,-0.7299999999999998,-0.13,0.0699999999999999,0.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False
37.0,167.64,70.31,167.64,17,9,4.42,3.07,0.46,0.59,3.89,0.4,0.82,1.1,32.0,180.34,65.77,175.26,25,7,7.17,4.75,0.47,0.59,0.27,0.53,0.84,0.3,0,5.0,-12.700000000000015,-7.6200000000000045,-8,2,-2.75,-1.6800000000000002,-0.0099999999999999,0.0,3.62,-0.13,-0.02,0.8,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
36.0,182.88,70.31,180.34,7,4,1.64,2.3,0.41,0.51,4.09,0.36,0.25,1.4,33.0,182.88,83.91,185.42,26,7,4.57,3.45,0.42,0.59,0.81,0.38,0.82,0.0,0,3.0,0.0,-5.079999999999984,-19,-3,-2.9300000000000006,-1.1500000000000004,-0.01,-0.0799999999999999,3.28,-0.02,-0.57,1.4,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
35.0,177.8,70.31,177.8,29,0,4.1,1.75,0.48,0.65,5.32,0.48,0.84,0.8,40.0,172.72,70.31,177.8,15,8,2.65,2.31,0.41,0.59,2.18,0.45,0.4,0.4,0,-5.0,5.0800000000000125,0.0,14,-8,1.4499999999999995,-0.56,0.07,0.06,3.14,0.0299999999999999,0.4399999999999999,0.4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
43.0,170.18,61.23,177.8,10,3,2.36,2.98,0.26,0.64,1.39,0.7,0.54,1.4,42.0,185.42,61.23,182.88,15,13,3.43,2.47,0.34,0.6,1.05,0.57,0.59,0.1,0,1.0,-15.23999999999998,-5.079999999999984,-5,-10,-1.0700000000000005,0.5099999999999998,-0.08,0.04,0.3399999999999998,0.13,-0.0499999999999999,1.2999999999999998,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
46.0,182.88,83.91,187.96,26,14,1.59,2.83,0.46,0.5,1.02,0.6,0.53,0.6,39.0,190.5,83.91,195.58,16,6,4.1,2.68,0.49,0.53,0.7,0.29,0.65,1.0,0,7.0,-7.6200000000000045,-7.6200000000000045,10,8,-2.51,0.1499999999999999,-0.0299999999999999,-0.03,0.32,0.31,-0.12,-0.4,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
44.0,185.42,83.91,182.88,26,10,2.53,2.83,0.47,0.62,2.57,0.39,0.57,1.3,37.0,187.96,83.91,190.5,24,13,3.57,2.96,0.44,0.56,0.27,0.19,0.57,0.5,0,7.0,-2.5400000000000205,-7.6200000000000045,2,-3,-1.04,-0.1299999999999999,0.0299999999999999,0.0599999999999999,2.3,0.2,0.0,0.8,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,172.72,70.31,177.8,32,16,3.48,3.21,0.47,0.6,1.95,0.35,0.55,0.6,42.0,177.8,70.31,177.8,18,9,5.33,3.54,0.39,0.61,1.82,0.33,0.79,1.0,0,-3.0,-5.0800000000000125,0.0,14,7,-1.85,-0.33,0.0799999999999999,-0.01,0.1299999999999999,0.0199999999999999,-0.24,-0.4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
39.0,172.72,70.31,175.26,23,6,2.08,3.31,0.41,0.55,2.5,0.39,0.76,0.5,39.0,172.72,65.77,172.72,30,12,3.44,3.25,0.47,0.5,3.3,0.32,0.43,1.2,0,0.0,0.0,2.539999999999992,-7,-6,-1.36,0.06,-0.06,0.05,-0.7999999999999998,0.07,0.33,-0.7,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
45.0,175.26,77.11,177.8,28,9,3.13,2.67,0.45,0.6,0.98,0.42,0.6,0.5,42.0,177.8,70.31,177.8,10,5,1.68,2.99,0.39,0.53,2.58,0.27,0.0,1.0,0,3.0,-2.5400000000000205,0.0,18,4,1.45,-0.3200000000000003,0.06,0.0699999999999999,-1.6,0.1499999999999999,0.6,-0.5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
40.0,177.8,70.31,180.34,33,14,1.95,2.51,0.31,0.63,4.08,0.53,0.92,0.8,40.0,180.34,70.31,187.96,8,3,2.65,2.29,0.49,0.73,1.82,0.31,0.78,0.4,0,0.0,-2.539999999999992,-7.6200000000000045,25,11,-0.7,0.2199999999999997,-0.18,-0.0999999999999999,2.26,0.22,0.14,0.4,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
43.0,180.34,77.11,187.96,18,9,1.71,1.99,0.39,0.63,1.42,0.31,0.63,1.2,42.0,167.64,77.11,170.18,26,4,2.38,2.51,0.47,0.57,3.94,0.36,0.47,0.6,0,1.0,12.700000000000015,17.78,-8,5,-0.6699999999999999,-0.5199999999999998,-0.0799999999999999,0.06,-2.52,-0.0499999999999999,0.16,0.6,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
43.0,175.26,61.23,180.34,35,10,2.72,2.79,0.45,0.49,1.44,0.62,0.6,0.8,43.0,165.1,56.7,170.18,30,13,3.0,6.1,0.3,0.57,1.66,0.23,0.83,0.0,0,0.0,10.159999999999997,10.159999999999997,5,-3,-0.2799999999999998,-3.3099999999999996,0.15,-0.0799999999999999,-0.2199999999999999,0.39,-0.2299999999999999,0.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
38.0,165.1,56.7,170.18,23,8,1.42,2.34,0.39,0.64,1.82,0.35,0.87,0.6,42.0,160.02,56.7,162.56,17,8,3.35,2.23,0.43,0.61,1.11,0.39,0.57,0.8,0,-4.0,5.079999999999984,7.6200000000000045,6,0,-1.93,0.1099999999999998,-0.0399999999999999,0.03,0.71,-0.04,0.3,-0.2,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
35.0,182.88,65.77,182.88,19,3,2.87,4.14,0.35,0.6,0.0,0.0,0.76,0.5,39.0,177.8,65.77,177.8,8,5,4.87,5.75,0.48,0.57,2.49,0.33,0.0,0.0,0,-4.0,5.079999999999984,5.079999999999984,11,-2,-2.0,-1.6100000000000003,-0.13,0.03,-2.49,-0.33,0.76,0.5,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
36.0,193.04,112.49,213.36,27,1,4.29,2.22,0.57,0.64,1.93,0.45,0.95,0.5,46.0,185.42,92.99,185.42,29,15,3.08,1.1,0.43,0.62,3.81,0.59,0.66,0.4,1,-10.0,7.6200000000000045,27.940000000000023,-2,-14,1.21,1.12,0.1399999999999999,0.02,-1.88,-0.1399999999999999,0.2899999999999999,0.0999999999999999,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
45.0,185.42,83.91,190.5,30,9,4.33,2.71,0.38,0.65,1.05,0.43,0.63,0.3,39.0,187.96,83.91,190.5,18,8,2.7,3.1,0.41,0.59,0.44,0.26,0.55,0.9,0,6.0,-2.5400000000000205,0.0,12,1,1.63,-0.3900000000000001,-0.0299999999999999,0.06,0.6100000000000001,0.1699999999999999,0.0799999999999999,-0.6000000000000001,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
47.0,182.88,119.29,185.42,22,14,2.18,4.79,0.36,0.46,1.14,0.27,0.65,0.1,48.0,193.04,108.86,208.28,27,10,3.33,1.28,0.56,0.54,2.3,0.56,0.52,0.2,0,-1.0,-10.159999999999997,-22.860000000000017,-5,4,-1.15,3.51,-0.2,-0.08,-1.16,-0.29,0.13,-0.1,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,187.96,92.99,200.66,17,4,2.85,1.33,0.34,0.72,2.99,0.38,0.72,0.6,39.0,190.5,92.99,190.5,14,9,2.14,3.97,0.24,0.68,1.55,0.44,0.66,0.8,0,0.0,-2.539999999999992,10.159999999999997,3,-5,0.71,-2.64,0.1,0.0399999999999999,1.4400000000000002,-0.06,0.0599999999999999,-0.2,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
37.0,172.72,70.31,185.42,24,4,1.98,2.16,0.34,0.65,3.95,0.41,0.61,0.1,36.0,177.8,70.31,190.5,15,8,4.36,5.67,0.37,0.47,0.33,0.5,0.73,0.7,0,1.0,-5.0800000000000125,-5.0800000000000125,9,-4,-2.3800000000000003,-3.51,-0.0299999999999999,0.18,3.62,-0.09,-0.12,-0.6,1,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38.0,190.5,104.33,193.04,17,14,4.38,5.47,0.44,0.55,0.45,0.23,0.83,0.0,40.0,190.5,92.99,203.2,27,17,3.03,3.32,0.47,0.47,1.1,0.36,0.67,0.5,0,-2.0,0.0,-10.159999999999997,-10,-3,1.35,2.15,-0.0299999999999999,0.08,-0.6500000000000001,-0.1299999999999999,0.1599999999999999,-0.5,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
39.0,172.72,61.23,172.72,21,9,2.53,3.61,0.34,0.54,2.57,0.25,0.8,0.8,41.0,177.8,61.23,180.34,21,13,4.53,1.75,0.5,0.63,1.83,0.62,0.62,0.0,0,-2.0,-5.0800000000000125,-7.6200000000000045,0,-4,-2.0000000000000004,1.86,-0.1599999999999999,-0.0899999999999999,0.7399999999999998,-0.37,0.18,0.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
44.0,177.8,65.77,172.72,18,13,2.77,4.79,0.24,0.52,0.3,0.26,0.42,0.5,36.0,182.88,70.31,182.88,16,10,1.74,2.5,0.34,0.67,2.5,0.25,0.14,2.5,0,8.0,-5.079999999999984,-10.159999999999997,2,3,1.03,2.29,-0.1,-0.15,-2.2,0.01,0.2799999999999999,-2.0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
37.0,180.34,65.77,177.8,29,16,3.21,2.96,0.41,0.54,0.47,0.21,0.55,1.6,37.0,180.34,70.31,177.8,21,8,4.37,4.07,0.43,0.48,0.71,0.36,0.46,0.9,0,0.0,0.0,0.0,8,8,-1.16,-1.1100000000000003,-0.02,0.06,-0.24,-0.15,0.09,0.7000000000000001,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
40.0,175.26,77.11,177.8,24,7,2.93,1.79,0.45,0.63,2.4,0.45,0.63,0.8,41.0,175.26,65.77,185.42,22,8,3.44,2.53,0.33,0.63,1.64,0.41,0.71,0.2,1,-1.0,0.0,-7.619999999999976,2,-1,-0.5099999999999998,-0.7399999999999998,0.12,0.0,0.76,0.04,-0.0799999999999999,0.6000000000000001,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
44.0,190.5,119.75,200.66,18,11,2.18,3.84,0.47,0.38,2.02,0.4,0.54,2.0,45.0,180.34,106.59,182.88,22,3,4.25,2.92,0.52,0.54,1.83,0.44,0.8,0.4,0,-1.0,10.159999999999997,17.78,-4,8,-2.07,0.92,-0.05,-0.16,0.1899999999999999,-0.0399999999999999,-0.26,1.6,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
38.0,182.88,77.11,193.04,22,13,4.57,3.77,0.45,0.52,1.05,0.3,0.41,1.3,45.0,177.8,70.31,180.34,22,9,2.59,2.12,0.47,0.64,1.92,0.39,0.54,1.3,0,-7.0,5.079999999999984,12.699999999999989,0,4,1.9800000000000004,1.65,-0.0199999999999999,-0.12,-0.8699999999999999,-0.09,-0.13,0.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
43.0,182.88,77.11,190.5,26,19,3.76,2.92,0.55,0.55,1.68,0.46,0.63,1.3,34.0,182.88,77.11,185.42,31,12,3.35,2.55,0.44,0.69,1.56,0.58,0.66,0.2,0,9.0,0.0,5.0800000000000125,-5,7,0.4099999999999997,0.3700000000000001,0.11,-0.1399999999999999,0.1199999999999998,-0.1199999999999999,-0.03,1.1,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False,False
38.0,167.64,65.77,167.64,18,5,2.78,2.35,0.49,0.67,4.13,0.55,1.0,0.3,39.0,177.8,65.77,180.34,28,11,3.44,3.27,0.38,0.52,2.85,0.35,0.56,1.1,0,-1.0,-10.160000000000023,-12.700000000000015,-10,-6,-0.6600000000000001,-0.92,0.1099999999999999,0.15,1.2799999999999998,0.2,0.4399999999999999,-0.8,1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
42.0,190.5,92.99,198.12,25,12,2.22,1.64,0.42,0.59,1.79,0.36,0.73,0.6,37.0,180.34,77.11,182.88,18,6,3.53,2.74,0.46,0.63,0.27,0.42,0.79,0.1,0,5.0,10.159999999999997,15.240000000000007,7,6,-1.3099999999999996,-1.1000000000000003,-0.04,-0.04,1.52,-0.06,-0.06,0.5,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
35.0,180.34,70.31,190.5,9,6,3.05,1.62,0.44,0.62,5.32,0.62,0.55,1.1,35.0,177.8,65.77,185.42,17,4,2.94,2.16,0.42,0.66,2.16,0.55,0.5,0.3,0,0.0,2.539999999999992,5.0800000000000125,-8,2,0.1099999999999998,-0.54,0.02,-0.04,3.16,0.0699999999999999,0.05,0.8,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
39.0,162.56,56.7,165.1,28,8,3.52,2.67,0.34,0.61,1.41,0.3,0.62,0.6,44.0,167.64,56.7,165.1,10,6,1.34,2.21,0.39,0.66,1.42,0.33,0.35,0.7,0,-5.0,-5.079999999999984,0.0,18,2,2.1799999999999997,0.4599999999999999,-0.0499999999999999,-0.05,-0.01,-0.03,0.27,-0.0999999999999999,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
40.0,187.96,77.11,190.5,33,15,5.1,3.65,0.49,0.6,1.16,0.42,0.65,0.2,39.0,180.34,77.11,187.96,35,17,4.05,3.05,0.47,0.64,1.38,0.59,0.72,0.3,0,1.0,7.6200000000000045,2.539999999999992,-2,-2,1.0499999999999998,0.6000000000000001,0.02,-0.04,-0.2199999999999999,-0.1699999999999999,-0.0699999999999999,-0.0999999999999999,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
38.0,167.64,61.23,170.18,18,5,5.09,3.47,0.41,0.62,1.56,0.3,0.77,0.8,41.0,167.64,61.23,170.18,8,4,3.05,3.2,0.38,0.57,0.22,0.06,0.5,0.0,0,-3.0,0.0,0.0,10,1,2.04,0.27,0.0299999999999999,0.05,1.34,0.24,0.27,0.8,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
